UF,Tipo Crime,Mês,2015,2016,2017,2018,2019,2020,2021,2022
Distrito Federal,Tentativa de homicídio,setembro,0,90,76,72,74,64,44,51
Espírito Santo,Estupro,abril,49,30,29,32,33,18,121,148
Espírito Santo,Estupro,agosto,33,29,42,54,49,149,139,135
Espírito Santo,Estupro,dezembro,31,25,31,42,37,143,106,143
Espírito Santo,Estupro,fevereiro,25,40,21,26,43,35,117,120
Espírito Santo,Estupro,janeiro,40,36,26,48,43,39,136,114
Espírito Santo,Estupro,julho,30,39,28,34,38,112,120,158
Espírito Santo,Estupro,junho,36,30,45,41,28,91,93,142
Espírito Santo,Estupro,maio,34,31,30,36,41,29,134,132
Espírito Santo,Estupro,março,41,31,22,37,39,34,108,153
Espírito Santo,Estupro,novembro,27,29,52,42,44,130,125,120
Espírito Santo,Estupro,outubro,32,36,40,47,49,139,138,175
Espírito Santo,Estupro,setembro,26,34,39,42,47,129,137,184
Espírito Santo,Furto de veículo,abril,243,203,457,379,485,439,265,409
Espírito Santo,Furto de veículo,agosto,231,264,379,337,425,339,495,343
Espírito Santo,Furto de veículo,dezembro,219,328,347,396,509,393,376,376
Espírito Santo,Furto de veículo,fevereiro,306,253,243,368,411,529,346,361
Espírito Santo,Furto de veículo,janeiro,312,234,366,378,529,546,441,392
Espírito Santo,Furto de veículo,julho,322,257,388,362,454,368,344,377
Espírito Santo,Furto de veículo,junho,258,220,535,326,447,370,422,307
Espírito Santo,Furto de veículo,maio,233,210,429,346,484,429,438,427
Espírito Santo,Furto de veículo,março,287,222,445,424,532,494,436,447
Espírito Santo,Furto de veículo,novembro,223,262,416,381,500,445,352,376
Espírito Santo,Furto de veículo,outubro,219,347,356,405,426,477,356,287
Espírito Santo,Furto de veículo,setembro,222,302,352,346,398,379,383,411
Espírito Santo,Homicídio doloso,abril,122,100,134,94,74,90,90,91
Espírito Santo,Homicídio doloso,agosto,103,105,116,85,71,73,108,95
Espírito Santo,Homicídio doloso,dezembro,111,105,102,85,79,85,77,88
Espírito Santo,Homicídio doloso,fevereiro,149,122,226,100,90,104,84,68
Espírito Santo,Homicídio doloso,janeiro,142,94,97,115,97,90,107,88
Espírito Santo,Homicídio doloso,julho,120,90,93,67,58,71,82,91
Espírito Santo,Homicídio doloso,junho,72,78,100,99,55,79,86,61
Espírito Santo,Homicídio doloso,maio,97,100,97,89,82,71,81,67
Espírito Santo,Homicídio doloso,março,154,114,130,112,84,134,97,80
Espírito Santo,Homicídio doloso,novembro,108,78,105,79,92,97,75,81
Espírito Santo,Homicídio doloso,outubro,109,93,115,93,84,89,88,87
Espírito Santo,Homicídio doloso,setembro,105,102,92,90,71,95,85,66
Espírito Santo,Lesão corporal seguida de morte,abril,1,0,0,2,0,0,1,4
Espírito Santo,Lesão corporal seguida de morte,agosto,2,0,0,2,2,1,1,3
Espírito Santo,Lesão corporal seguida de morte,dezembro,2,2,1,2,0,4,1,4
Espírito Santo,Lesão corporal seguida de morte,fevereiro,1,0,2,1,0,0,0,0
Espírito Santo,Lesão corporal seguida de morte,janeiro,2,3,1,0,1,1,1,1
Espírito Santo,Lesão corporal seguida de morte,julho,4,5,1,0,2,2,1,1
Espírito Santo,Lesão corporal seguida de morte,junho,0,1,1,0,3,1,0,0
Espírito Santo,Lesão corporal seguida de morte,maio,3,1,1,0,1,1,1,1
Espírito Santo,Lesão corporal seguida de morte,março,0,2,0,1,1,1,2,3
Espírito Santo,Lesão corporal seguida de morte,novembro,0,2,2,1,0,0,3,2
Espírito Santo,Lesão corporal seguida de morte,outubro,1,0,0,0,0,2,3,0
Espírito Santo,Lesão corporal seguida de morte,setembro,0,0,1,1,1,3,2,3
Espírito Santo,Roubo a instituição financeira,abril,0,0,1,0,1,1,2,1
Espírito Santo,Roubo a instituição financeira,agosto,1,0,0,1,2,2,6,1
Espírito Santo,Roubo a instituição financeira,dezembro,0,1,0,2,3,4,0,3
Espírito Santo,Roubo a instituição financeira,fevereiro,1,4,0,2,4,7,5,5
Espírito Santo,Roubo a instituição financeira,janeiro,0,2,1,7,0,4,2,3
Espírito Santo,Roubo a instituição financeira,julho,1,1,1,2,2,0,3,1
Espírito Santo,Roubo a instituição financeira,junho,3,0,0,1,2,2,8,2
Espírito Santo,Roubo a instituição financeira,maio,0,2,2,3,2,2,0,3
Espírito Santo,Roubo a instituição financeira,março,1,2,2,3,15,4,4,0
Espírito Santo,Roubo a instituição financeira,novembro,2,1,1,0,4,1,2,0
Espírito Santo,Roubo a instituição financeira,outubro,2,4,2,1,2,0,2,3
Espírito Santo,Roubo a instituição financeira,setembro,1,0,1,1,3,2,1,4
Espírito Santo,Roubo de carga,abril,5,2,1,4,1,1,4,0
Espírito Santo,Roubo de carga,agosto,2,1,3,0,2,2,4,5
Espírito Santo,Roubo de carga,dezembro,4,3,3,0,1,4,2,11
Espírito Santo,Roubo de carga,fevereiro,1,2,1,1,1,2,3,3
Espírito Santo,Roubo de carga,janeiro,0,3,4,1,3,0,2,2
Espírito Santo,Roubo de carga,julho,0,2,2,1,0,4,1,5
Espírito Santo,Roubo de carga,junho,2,1,0,2,0,2,9,7
Espírito Santo,Roubo de carga,maio,2,2,4,1,2,2,2,3
Espírito Santo,Roubo de carga,março,3,2,4,1,3,2,1,3
Espírito Santo,Roubo de carga,novembro,4,3,2,1,1,3,2,1
Espírito Santo,Roubo de carga,outubro,3,4,0,1,2,2,0,2
Espírito Santo,Roubo de carga,setembro,2,1,4,0,4,1,0,4
Espírito Santo,Roubo de veículo,abril,292,228,666,441,344,338,307,288
Espírito Santo,Roubo de veículo,agosto,215,356,514,393,399,208,342,234
Espírito Santo,Roubo de veículo,dezembro,225,233,341,295,278,247,303,256
Espírito Santo,Roubo de veículo,fevereiro,252,267,623,405,328,378,257,287
Espírito Santo,Roubo de veículo,janeiro,284,282,327,459,366,370,279,363
Espírito Santo,Roubo de veículo,julho,191,310,503,369,340,230,289,245
Espírito Santo,Roubo de veículo,junho,195,240,570,370,292,235,287,230
Espírito Santo,Roubo de veículo,maio,254,241,558,411,307,274,366,265
Espírito Santo,Roubo de veículo,março,306,291,673,402,366,469,336,328
Espírito Santo,Roubo de veículo,novembro,267,297,386,282,289,276,324,277
Espírito Santo,Roubo de veículo,outubro,238,307,473,316,314,330,306,208
Espírito Santo,Roubo de veículo,setembro,241,324,422,290,334,257,273,250
Espírito Santo,Roubo seguido de morte (latrocínio),abril,1,5,4,4,0,0,5,0
Espírito Santo,Roubo seguido de morte (latrocínio),agosto,5,3,4,1,1,0,2,3
Espírito Santo,Roubo seguido de morte (latrocínio),dezembro,2,6,5,1,1,2,4,2
Espírito Santo,Roubo seguido de morte (latrocínio),fevereiro,2,5,7,3,3,3,5,9
Espírito Santo,Roubo seguido de morte (latrocínio),janeiro,5,8,0,3,3,3,5,1
Espírito Santo,Roubo seguido de morte (latrocínio),julho,3,3,7,3,1,1,1,0
Espírito Santo,Roubo seguido de morte (latrocínio),junho,2,1,3,2,4,3,2,0
Espírito Santo,Roubo seguido de morte (latrocínio),maio,3,5,3,2,6,6,4,4
Espírito Santo,Roubo seguido de morte (latrocínio),março,6,8,8,6,4,4,5,2
Espírito Santo,Roubo seguido de morte (latrocínio),novembro,3,4,2,3,2,4,3,4
Espírito Santo,Roubo seguido de morte (latrocínio),outubro,2,5,1,3,0,2,4,1
Espírito Santo,Roubo seguido de morte (latrocínio),setembro,3,3,1,3,1,10,1,2
Espírito Santo,Tentativa de homicídio,abril,224,245,273,172,177,134,239,219
Espírito Santo,Tentativa de homicídio,agosto,180,187,228,143,153,193,181,210
Espírito Santo,Tentativa de homicídio,dezembro,230,240,216,182,152,195,147,202
Espírito Santo,Tentativa de homicídio,fevereiro,261,219,377,208,165,187,209,199
Espírito Santo,Tentativa de homicídio,janeiro,286,220,246,245,200,177,210,201
Espírito Santo,Tentativa de homicídio,julho,184,275,164,158,105,152,159,214
Espírito Santo,Tentativa de homicídio,junho,173,188,144,146,135,218,193,166
Espírito Santo,Tentativa de homicídio,maio,192,223,154,143,167,141,212,164
Espírito Santo,Tentativa de homicídio,março,258,249,273,225,181,202,210,225
Espírito Santo,Tentativa de homicídio,novembro,232,217,248,186,171,210,206,193
Espírito Santo,Tentativa de homicídio,outubro,213,201,185,187,175,171,222,207
Espírito Santo,Tentativa de homicídio,setembro,200,215,185,167,160,190,204,218
Goiás,Estupro,abril,44,51,51,64,58,59,50,24
Goiás,Estupro,agosto,50,59,45,62,0,44,48,66
Goiás,Estupro,dezembro,40,47,63,63,50,46,54,62
Goiás,Estupro,fevereiro,42,40,36,46,49,68,39,43
Goiás,Estupro,janeiro,47,54,45,62,76,66,56,50
Goiás,Estupro,julho,44,53,53,35,42,50,48,70
Goiás,Estupro,junho,41,51,48,51,71,57,48,57
Goiás,Estupro,maio,52,49,60,50,72,52,68,58
Goiás,Estupro,março,33,50,42,68,74,53,55,57
Goiás,Estupro,novembro,45,59,47,56,79,47,41,64
Goiás,Estupro,outubro,53,60,74,53,68,59,77,76
Goiás,Estupro,setembro,44,54,63,52,72,45,70,64
Goiás,Furto de veículo,abril,867,1090,914,956,705,414,426,464
Goiás,Furto de veículo,agosto,1042,969,915,949,656,402,447,413
Goiás,Furto de veículo,dezembro,1129,952,851,856,745,473,470,461
Goiás,Furto de veículo,fevereiro,841,1109,841,881,644,603,351,386
Goiás,Furto de veículo,janeiro,951,1327,956,937,707,661,453,407
Goiás,Furto de veículo,julho,957,1008,903,942,853,445,400,439
Goiás,Furto de veículo,junho,1013,903,873,1072,630,411,436,432
Goiás,Furto de veículo,maio,1021,990,976,961,684,433,470,461
Goiás,Furto de veículo,março,955,1189,974,959,690,521,429,547
Goiás,Furto de veículo,novembro,1096,778,820,848,691,426,403,490
Goiás,Furto de veículo,outubro,1142,945,920,974,656,405,406,463
Goiás,Furto de veículo,setembro,994,905,881,932,616,374,415,409
Goiás,Homicídio doloso,abril,259,221,240,185,144,142,112,114
Goiás,Homicídio doloso,agosto,212,190,197,150,117,119,99,89
Goiás,Homicídio doloso,dezembro,232,213,162,180,122,119,91,100
Goiás,Homicídio doloso,fevereiro,203,247,178,173,139,132,108,87
Goiás,Homicídio doloso,janeiro,208,260,209,170,173,139,119,80
Goiás,Homicídio doloso,julho,235,182,190,167,116,105,73,100
Goiás,Homicídio doloso,junho,209,178,160,169,104,102,75,67
Goiás,Homicídio doloso,maio,222,206,183,162,139,118,115,94
Goiás,Homicídio doloso,março,223,232,196,182,153,114,95,114
Goiás,Homicídio doloso,novembro,246,203,151,126,129,125,97,92
Goiás,Homicídio doloso,outubro,253,230,199,170,128,144,107,108
Goiás,Homicídio doloso,setembro,227,205,182,177,111,92,99,79
Goiás,Lesão corporal seguida de morte,abril,1,6,1,0,4,3,1,1
Goiás,Lesão corporal seguida de morte,agosto,3,2,3,5,5,1,1,4
Goiás,Lesão corporal seguida de morte,dezembro,1,6,0,3,9,0,5,5
Goiás,Lesão corporal seguida de morte,fevereiro,3,4,5,5,4,0,1,2
Goiás,Lesão corporal seguida de morte,janeiro,1,4,2,6,5,3,2,1
Goiás,Lesão corporal seguida de morte,julho,2,3,6,11,0,1,1,2
Goiás,Lesão corporal seguida de morte,junho,2,4,3,5,4,2,2,0
Goiás,Lesão corporal seguida de morte,maio,3,2,3,9,6,2,1,1
Goiás,Lesão corporal seguida de morte,março,1,1,4,2,4,2,1,3
Goiás,Lesão corporal seguida de morte,novembro,2,5,4,4,5,3,1,2
Goiás,Lesão corporal seguida de morte,outubro,3,4,7,8,4,3,3,3
Goiás,Lesão corporal seguida de morte,setembro,1,2,5,6,4,2,5,5
Goiás,Roubo a instituição financeira,abril,6,4,2,5,2,0,1,0
Goiás,Roubo a instituição financeira,agosto,6,10,3,2,0,0,0,0
Goiás,Roubo a instituição financeira,dezembro,8,6,4,4,0,0,0,0
Goiás,Roubo a instituição financeira,fevereiro,6,9,4,2,2,0,1,0
Goiás,Roubo a instituição financeira,janeiro,3,17,0,6,4,0,0,0
Goiás,Roubo a instituição financeira,julho,3,5,5,0,13,0,0,0
Goiás,Roubo a instituição financeira,junho,6,10,7,2,0,0,1,0
Goiás,Roubo a instituição financeira,maio,5,7,7,2,0,1,1,0
Goiás,Roubo a instituição financeira,março,13,14,1,2,0,0,0,0
Goiás,Roubo a instituição financeira,novembro,13,9,3,2,0,1,0,0
Goiás,Roubo a instituição financeira,outubro,11,7,4,1,0,0,0,0
Goiás,Roubo a instituição financeira,setembro,7,10,5,2,0,2,1,0
Goiás,Roubo de carga,abril,27,44,23,39,11,9,23,7
Goiás,Roubo de carga,agosto,41,64,40,29,18,12,29,6
Goiás,Roubo de carga,dezembro,47,62,39,18,7,24,19,7
Goiás,Roubo de carga,fevereiro,34,27,50,43,13,17,22,11
Goiás,Roubo de carga,janeiro,29,39,44,37,0,22,20,4
Goiás,Roubo de carga,julho,37,49,47,28,15,6,26,5
Goiás,Roubo de carga,junho,40,73,35,40,16,9,27,9
Goiás,Roubo de carga,maio,32,41,48,29,19,7,20,9
Goiás,Roubo de carga,março,31,34,29,39,17,19,26,14
Goiás,Roubo de carga,novembro,48,54,42,34,15,12,23,6
Goiás,Roubo de carga,outubro,44,68,40,37,12,18,22,3
Goiás,Roubo de carga,setembro,42,45,37,27,8,14,23,4
Goiás,Roubo de veículo,abril,810,1485,1129,937,391,219,163,116
Goiás,Roubo de veículo,agosto,815,1311,1041,718,304,120,109,109
Goiás,Roubo de veículo,dezembro,926,1134,859,604,259,175,133,118
Goiás,Roubo de veículo,fevereiro,663,904,1043,1037,505,278,148,132
Goiás,Roubo de veículo,janeiro,741,1049,1146,1187,479,322,168,120
Goiás,Roubo de veículo,julho,753,1431,1134,718,848,158,157,96
Goiás,Roubo de veículo,junho,687,1371,1123,836,304,166,139,96
Goiás,Roubo de veículo,maio,802,1375,1175,910,395,160,145,100
Goiás,Roubo de veículo,março,811,861,1251,1091,443,277,176,135
Goiás,Roubo de veículo,novembro,884,1173,987,742,290,152,134,126
Goiás,Roubo de veículo,outubro,830,1462,995,673,320,202,136,117
Goiás,Roubo de veículo,setembro,832,1295,963,710,254,147,131,107
Goiás,Roubo seguido de morte (latrocínio),abril,12,10,8,11,6,5,6,1
Goiás,Roubo seguido de morte (latrocínio),agosto,5,13,11,6,6,2,4,3
Goiás,Roubo seguido de morte (latrocínio),dezembro,4,8,7,4,1,5,3,2
Goiás,Roubo seguido de morte (latrocínio),fevereiro,4,0,7,7,10,2,4,3
Goiás,Roubo seguido de morte (latrocínio),janeiro,9,2,9,10,9,3,1,1
Goiás,Roubo seguido de morte (latrocínio),julho,7,8,6,6,14,3,2,3
Goiás,Roubo seguido de morte (latrocínio),junho,8,14,8,5,4,2,3,2
Goiás,Roubo seguido de morte (latrocínio),maio,8,7,9,7,3,4,2,6
Goiás,Roubo seguido de morte (latrocínio),março,7,2,8,8,5,6,2,5
Goiás,Roubo seguido de morte (latrocínio),novembro,9,4,10,10,6,4,2,4
Goiás,Roubo seguido de morte (latrocínio),outubro,4,12,10,7,4,3,4,3
Goiás,Roubo seguido de morte (latrocínio),setembro,12,13,5,3,2,5,1,1
Goiás,Tentativa de homicídio,abril,250,308,211,144,156,127,130,109
Goiás,Tentativa de homicídio,agosto,177,233,206,145,106,137,98,131
Goiás,Tentativa de homicídio,dezembro,184,207,206,206,183,140,160,140
Goiás,Tentativa de homicídio,fevereiro,240,186,180,163,139,145,98,98
Goiás,Tentativa de homicídio,janeiro,253,148,224,155,9,152,139,117
Goiás,Tentativa de homicídio,julho,151,209,218,149,422,104,107,128
Goiás,Tentativa de homicídio,junho,220,190,189,148,113,95,150,97
Goiás,Tentativa de homicídio,maio,263,243,194,186,125,127,135,98
Goiás,Tentativa de homicídio,março,251,174,227,192,142,136,84,150
Goiás,Tentativa de homicídio,novembro,166,216,170,158,205,159,134,112
Goiás,Tentativa de homicídio,outubro,173,246,205,154,169,157,174,158
Goiás,Tentativa de homicídio,setembro,179,244,193,168,167,109,122,135
Maranhão,Estupro,abril,66,66,102,84,100,87,129,155
Maranhão,Estupro,agosto,72,85,109,115,136,139,143,175
Maranhão,Estupro,dezembro,77,80,108,88,105,154,130,177
Maranhão,Estupro,fevereiro,59,67,57,84,89,113,120,152
Maranhão,Estupro,janeiro,96,67,95,92,102,99,109,0
Maranhão,Estupro,julho,82,85,96,88,159,114,136,183
Maranhão,Estupro,junho,84,75,85,98,119,99,144,175
Maranhão,Estupro,maio,88,88,103,107,167,79,135,189
Maranhão,Estupro,março,59,90,82,93,98,103,108,138
Maranhão,Estupro,novembro,82,106,137,85,120,116,161,161
Maranhão,Estupro,outubro,89,96,121,124,134,108,0,182
Maranhão,Estupro,setembro,98,90,104,131,141,144,158,181
Maranhão,Furto de veículo,abril,162,236,257,214,191,83,157,192
Maranhão,Furto de veículo,agosto,186,257,192,244,236,136,208,205
Maranhão,Furto de veículo,dezembro,229,297,230,272,156,128,221,250
Maranhão,Furto de veículo,fevereiro,150,319,293,277,209,250,174,189
Maranhão,Furto de veículo,janeiro,159,252,317,263,260,216,202,0
Maranhão,Furto de veículo,julho,171,234,247,260,291,120,224,211
Maranhão,Furto de veículo,junho,182,268,293,231,254,109,190,245
Maranhão,Furto de veículo,maio,174,282,309,205,234,82,186,216
Maranhão,Furto de veículo,março,168,276,336,221,222,131,180,210
Maranhão,Furto de veículo,novembro,232,258,228,259,153,205,205,219
Maranhão,Furto de veículo,outubro,194,282,234,283,150,183,0,198
Maranhão,Furto de veículo,setembro,233,288,194,251,183,193,207,215
Maranhão,Homicídio doloso,abril,149,162,153,116,107,123,144,145
Maranhão,Homicídio doloso,agosto,164,185,126,136,129,157,150,157
Maranhão,Homicídio doloso,dezembro,204,169,149,126,104,184,181,145
Maranhão,Homicídio doloso,fevereiro,166,205,160,126,105,141,147,137
Maranhão,Homicídio doloso,janeiro,176,207,173,157,98,114,187,135
Maranhão,Homicídio doloso,julho,135,178,135,120,98,145,154,144
Maranhão,Homicídio doloso,junho,137,144,150,148,115,145,166,137
Maranhão,Homicídio doloso,maio,177,153,136,130,130,156,157,144
Maranhão,Homicídio doloso,março,140,178,169,139,120,155,125,115
Maranhão,Homicídio doloso,novembro,205,179,156,126,134,182,156,118
Maranhão,Homicídio doloso,outubro,166,162,176,145,127,187,146,149
Maranhão,Homicídio doloso,setembro,187,148,137,148,130,167,112,168
Maranhão,Lesão corporal seguida de morte,abril,5,2,3,0,2,2,0,0
Maranhão,Lesão corporal seguida de morte,agosto,10,1,2,0,0,1,0,0
Maranhão,Lesão corporal seguida de morte,dezembro,6,7,2,1,1,1,2,1
Maranhão,Lesão corporal seguida de morte,fevereiro,2,2,1,2,3,0,0,1
Maranhão,Lesão corporal seguida de morte,janeiro,3,2,3,2,2,2,1,2
Maranhão,Lesão corporal seguida de morte,julho,7,4,2,2,1,1,1,0
Maranhão,Lesão corporal seguida de morte,junho,4,3,2,2,1,0,1,1
Maranhão,Lesão corporal seguida de morte,maio,5,1,3,0,0,1,2,1
Maranhão,Lesão corporal seguida de morte,março,8,3,4,2,2,2,0,0
Maranhão,Lesão corporal seguida de morte,novembro,4,1,3,0,1,1,1,1
Maranhão,Lesão corporal seguida de morte,outubro,8,4,4,1,0,1,1,1
Maranhão,Lesão corporal seguida de morte,setembro,5,1,3,2,0,1,1,0
Maranhão,Roubo a instituição financeira,abril,16,7,1,1,1,0,1,0
Maranhão,Roubo a instituição financeira,agosto,11,8,2,3,3,1,3,0
Maranhão,Roubo a instituição financeira,dezembro,15,2,7,4,4,2,2,5
Maranhão,Roubo a instituição financeira,fevereiro,9,5,8,2,1,12,1,1
Maranhão,Roubo a instituição financeira,janeiro,20,13,3,7,2,2,1,0
Maranhão,Roubo a instituição financeira,julho,11,5,4,4,10,2,1,1
Maranhão,Roubo a instituição financeira,junho,7,7,13,5,4,0,1,2
Maranhão,Roubo a instituição financeira,maio,9,8,5,1,1,0,1,1
Maranhão,Roubo a instituição financeira,março,10,4,9,5,2,4,0,4
Maranhão,Roubo a instituição financeira,novembro,9,4,11,2,3,1,1,7
Maranhão,Roubo a instituição financeira,outubro,21,12,8,3,7,2,0,0
Maranhão,Roubo a instituição financeira,setembro,14,4,3,1,1,2,0,1
Maranhão,Roubo de carga,abril,5,3,6,3,4,3,3,4
Maranhão,Roubo de carga,agosto,3,5,2,4,3,3,5,4
Maranhão,Roubo de carga,dezembro,9,5,9,3,3,3,4,5
Maranhão,Roubo de carga,fevereiro,5,5,3,4,1,2,2,4
Maranhão,Roubo de carga,janeiro,2,12,4,2,4,4,1,0
Maranhão,Roubo de carga,julho,5,4,6,6,3,2,5,3
Maranhão,Roubo de carga,junho,1,13,8,2,9,2,2,4
Maranhão,Roubo de carga,maio,2,4,5,5,5,1,2,1
Maranhão,Roubo de carga,março,6,7,3,1,0,2,4,3
Maranhão,Roubo de carga,novembro,3,0,2,2,2,2,4,2
Maranhão,Roubo de carga,outubro,6,7,5,3,4,2,0,3
Maranhão,Roubo de carga,setembro,1,2,4,2,4,2,1,1
Maranhão,Roubo de veículo,abril,315,427,424,373,386,234,372,328
Maranhão,Roubo de veículo,agosto,354,398,304,363,313,147,395,306
Maranhão,Roubo de veículo,dezembro,420,446,281,319,213,193,310,314
Maranhão,Roubo de veículo,fevereiro,236,382,351,276,231,195,300,276
Maranhão,Roubo de veículo,janeiro,303,438,424,340,314,229,384,0
Maranhão,Roubo de veículo,julho,309,376,331,349,307,164,429,280
Maranhão,Roubo de veículo,junho,296,358,368,358,329,174,422,310
Maranhão,Roubo de veículo,maio,295,370,470,388,351,192,438,372
Maranhão,Roubo de veículo,março,288,423,449,372,197,206,390,345
Maranhão,Roubo de veículo,novembro,439,405,353,318,230,187,319,373
Maranhão,Roubo de veículo,outubro,451,388,369,340,182,212,0,328
Maranhão,Roubo de veículo,setembro,359,400,353,297,199,135,441,332
Maranhão,Roubo seguido de morte (latrocínio),abril,10,9,5,6,5,3,5,10
Maranhão,Roubo seguido de morte (latrocínio),agosto,8,14,11,5,9,9,12,7
Maranhão,Roubo seguido de morte (latrocínio),dezembro,8,5,11,6,6,8,4,8
Maranhão,Roubo seguido de morte (latrocínio),fevereiro,7,5,13,5,2,4,9,5
Maranhão,Roubo seguido de morte (latrocínio),janeiro,6,5,9,6,11,6,11,6
Maranhão,Roubo seguido de morte (latrocínio),julho,11,9,11,4,4,6,8,10
Maranhão,Roubo seguido de morte (latrocínio),junho,8,17,9,4,6,7,8,4
Maranhão,Roubo seguido de morte (latrocínio),maio,15,14,7,8,4,4,8,9
Maranhão,Roubo seguido de morte (latrocínio),março,7,9,8,11,8,9,11,7
Maranhão,Roubo seguido de morte (latrocínio),novembro,20,9,5,8,6,5,7,6
Maranhão,Roubo seguido de morte (latrocínio),outubro,8,5,5,4,6,5,8,6
Maranhão,Roubo seguido de morte (latrocínio),setembro,9,12,3,4,8,9,5,17
Maranhão,Tentativa de homicídio,abril,70,99,93,83,51,70,29,96
Maranhão,Tentativa de homicídio,agosto,91,96,66,99,87,68,85,91
Maranhão,Tentativa de homicídio,dezembro,112,102,92,81,73,68,104,107
Maranhão,Tentativa de homicídio,fevereiro,80,104,92,87,75,65,84,67
Maranhão,Tentativa de homicídio,janeiro,125,124,95,92,80,77,94,0
Maranhão,Tentativa de homicídio,julho,104,99,89,89,77,76,84,87
Maranhão,Tentativa de homicídio,junho,97,92,87,97,78,74,75,90
Maranhão,Tentativa de homicídio,maio,85,97,95,92,75,71,84,92
Maranhão,Tentativa de homicídio,março,91,119,94,85,76,76,63,69
Maranhão,Tentativa de homicídio,novembro,135,104,97,68,67,86,86,86
Maranhão,Tentativa de homicídio,outubro,117,99,83,102,82,82,0,132
Maranhão,Tentativa de homicídio,setembro,90,109,90,81,97,84,92,90
Mato Grosso,Estupro,abril,137,134,122,147,140,85,88,163
Mato Grosso,Estupro,agosto,138,174,171,171,172,118,149,163
Mato Grosso,Estupro,dezembro,95,116,130,109,128,82,168,175
Mato Grosso,Estupro,fevereiro,79,116,131,122,120,118,81,166
Mato Grosso,Estupro,janeiro,96,98,110,134,153,102,299,130
Mato Grosso,Estupro,julho,106,133,131,156,128,111,108,179
Mato Grosso,Estupro,junho,136,129,144,124,142,108,79,146
Mato Grosso,Estupro,maio,113,145,166,153,139,110,111,211
Mato Grosso,Estupro,março,174,154,168,134,137,103,107,190
Mato Grosso,Estupro,novembro,120,138,132,101,151,114,152,206
Mato Grosso,Estupro,outubro,135,139,148,174,141,93,172,218
Mato Grosso,Estupro,setembro,155,139,152,151,166,129,126,197
Mato Grosso,Furto de veículo,abril,312,359,253,209,230,144,116,172
Mato Grosso,Furto de veículo,agosto,324,259,203,224,176,142,171,211
Mato Grosso,Furto de veículo,dezembro,307,267,237,201,207,153,204,204
Mato Grosso,Furto de veículo,fevereiro,305,363,224,167,213,205,135,163
Mato Grosso,Furto de veículo,janeiro,337,349,225,257,235,195,146,191
Mato Grosso,Furto de veículo,julho,296,228,255,190,191,120,124,181
Mato Grosso,Furto de veículo,junho,252,236,264,207,138,151,109,176
Mato Grosso,Furto de veículo,maio,277,282,242,200,202,135,114,175
Mato Grosso,Furto de veículo,março,334,336,253,204,243,181,153,180
Mato Grosso,Furto de veículo,novembro,262,229,251,189,197,150,237,211
Mato Grosso,Furto de veículo,outubro,292,266,192,203,153,152,184,246
Mato Grosso,Furto de veículo,setembro,316,229,218,187,182,132,157,191
Mato Grosso,Homicídio doloso,abril,106,112,81,79,66,54,65,85
Mato Grosso,Homicídio doloso,agosto,93,87,77,71,55,69,62,80
Mato Grosso,Homicídio doloso,dezembro,65,94,97,77,72,65,57,80
Mato Grosso,Homicídio doloso,fevereiro,82,98,55,77,48,64,61,73
Mato Grosso,Homicídio doloso,janeiro,99,113,86,70,74,81,71,59
Mato Grosso,Homicídio doloso,julho,97,78,82,49,46,54,58,77
Mato Grosso,Homicídio doloso,junho,88,80,70,74,60,66,55,60
Mato Grosso,Homicídio doloso,maio,100,80,99,92,62,70,67,72
Mato Grosso,Homicídio doloso,março,88,92,97,81,74,70,54,98
Mato Grosso,Homicídio doloso,novembro,102,71,76,54,71,71,64,85
Mato Grosso,Homicídio doloso,outubro,101,90,83,97,67,75,57,74
Mato Grosso,Homicídio doloso,setembro,100,91,82,95,75,71,73,80
Mato Grosso,Lesão corporal seguida de morte,abril,2,3,0,0,0,0,0,0
Mato Grosso,Lesão corporal seguida de morte,agosto,3,5,2,1,5,3,0,0
Mato Grosso,Lesão corporal seguida de morte,dezembro,1,0,1,1,5,4,2,5
Mato Grosso,Lesão corporal seguida de morte,fevereiro,3,3,1,0,1,1,1,1
Mato Grosso,Lesão corporal seguida de morte,janeiro,4,3,1,3,0,0,4,0
Mato Grosso,Lesão corporal seguida de morte,julho,2,2,2,1,1,3,0,0
Mato Grosso,Lesão corporal seguida de morte,junho,5,0,0,2,0,3,0,0
Mato Grosso,Lesão corporal seguida de morte,maio,1,1,6,3,0,0,2,1
Mato Grosso,Lesão corporal seguida de morte,março,0,2,1,0,4,3,2,2
Mato Grosso,Lesão corporal seguida de morte,novembro,1,2,2,2,1,3,0,1
Mato Grosso,Lesão corporal seguida de morte,outubro,3,1,2,9,2,1,0,1
Mato Grosso,Lesão corporal seguida de morte,setembro,2,0,0,4,4,4,0,0
Mato Grosso,Roubo a instituição financeira,abril,6,3,1,0,0,0,0,0
Mato Grosso,Roubo a instituição financeira,agosto,2,4,0,2,0,0,0,0
Mato Grosso,Roubo a instituição financeira,dezembro,0,4,0,1,0,0,1,0
Mato Grosso,Roubo a instituição financeira,fevereiro,2,1,2,1,1,0,1,0
Mato Grosso,Roubo a instituição financeira,janeiro,0,2,2,1,0,0,0,1
Mato Grosso,Roubo a instituição financeira,julho,8,0,0,0,0,0,0,0
Mato Grosso,Roubo a instituição financeira,junho,3,1,0,0,0,0,2,0
